question_id,question,model_name,correct_answer,model_answer,judge_result,level
LCB_0154,"Pyramid For a positive integer k, the Pyramid Sequence of size k is a sequence of length (2k-1) where the terms of the sequence have the values 1,2,\ldots,k-1,k,k-1,\ldots,2,1 in this order. You are given a sequence A...",gemini-2.5-pro,,"import sys def solve(): """""" Solves the Pyramid Sequence problem by reading from stdin and writing to stdout. """""" try: N = int(sys.stdin.readline()) if N == 0: return A = list(map(int, sys.stdin.readline().split())) except (IOError, ValueError): # Handles cases with empty or malformed input return # L[i]: max size of a left-half pyramid (1, ..., k) ending at index i. # A left-half of size k requires A[i-j] >= k-j for j=0..k-1. L = [0] * N L[0] = 1 for i in range(1, N): L[i] = min(A[i], L[i-1]...",1,medium
LCB_0154,"Pyramid For a positive integer k, the Pyramid Sequence of size k is a sequence of length (2k-1) where the terms of the sequence have the values 1,2,\ldots,k-1,k,k-1,\ldots,2,1 in this order. You are given a sequence A...",gemini-3-flash-preview,,"import sys # The goal is to find the maximum size k of a Pyramid Sequence (1, 2, ..., k, ..., 2, 1) # that can be obtained from a given sequence A by decreasing elements and removing first/last terms. # This means we are looking for a contiguous subsequence of A that is greater than or equal to # a pyramid sequence of size k, element by element. def solve(): # Efficiently read the input from standard input. # sys.stdin.read().split() is efficient for large inputs. input_data = sys.stdin.read(...",1,medium
LCB_0154,"Pyramid For a positive integer k, the Pyramid Sequence of size k is a sequence of length (2k-1) where the terms of the sequence have the values 1,2,\ldots,k-1,k,k-1,\ldots,2,1 in this order. You are given a sequence A...",gpt-4.1-2025-04-14,,"# Read input import sys def main(): import sys input = sys.stdin.readline N = int(input()) A = list(map(int, input().split())) # The maximum possible k is at most (N+1)//2 max_k = (N + 1) // 2 # Binary search for the largest k left = 1 right = max_k answer = 1 while left <= right: k = (left + right) // 2 # Try to find a subarray of length 2k-1 that can be converted to a pyramid of size k found = False for i in range(N - (2 * k - 1) + 1): ok = True for j in range(2 * k - 1): # The required val...",0,medium
LCB_0154,"Pyramid For a positive integer k, the Pyramid Sequence of size k is a sequence of length (2k-1) where the terms of the sequence have the values 1,2,\ldots,k-1,k,k-1,\ldots,2,1 in this order. You are given a sequence A...",gpt-5,,"# YOUR CODE HERE import sys def main(): data = sys.stdin.read().strip().split() if not data: return it = iter(data) N = int(next(it)) A = [int(next(it)) for _ in range(N)] L = [0]*N R = [0]*N # From left to right L[0] = min(A[0], 1) for i in range(1, N): L[i] = min(A[i], L[i-1] + 1) # From right to left R[-1] = min(A[-1], 1) for i in range(N-2, -1, -1): R[i] = min(A[i], R[i+1] + 1) ans = 0 for i in range(N): ans = max(ans, min(L[i], R[i])) print(ans) if __name__ == ""__main__"": main()",1,medium
LCB_0154,"Pyramid For a positive integer k, the Pyramid Sequence of size k is a sequence of length (2k-1) where the terms of the sequence have the values 1,2,\ldots,k-1,k,k-1,\ldots,2,1 in this order. You are given a sequence A...",gpt-5-mini,,"# YOUR CODE HERE import sys def main(): data = sys.stdin.read().strip().split() if not data: return it = iter(data) n = int(next(it)) A = [int(next(it)) for _ in range(n)] L = [0]*n for i in range(n): if i == 0: L[i] = min(A[i], 1) else: L[i] = min(A[i], L[i-1] + 1) R = [0]*n for i in range(n-1, -1, -1): if i == n-1: R[i] = min(A[i], 1) else: R[i] = min(A[i], R[i+1] + 1) ans = 0 for i in range(n): h = min(L[i], R[i]) if h > ans: ans = h print(ans) if __name__ == ""__main__"": main()",1,medium
LCB_0154,"Pyramid For a positive integer k, the Pyramid Sequence of size k is a sequence of length (2k-1) where the terms of the sequence have the values 1,2,\ldots,k-1,k,k-1,\ldots,2,1 in this order. You are given a sequence A...",gpt-5.1,,"# YOUR CODE HERE import sys def main(): data = sys.stdin.read().strip().split() if not data: return N = int(data[0]) A = list(map(int, data[1:])) L = [0] * N R = [0] * N # From left to right L[0] = min(A[0], 1) for i in range(1, N): L[i] = min(A[i], L[i-1] + 1) # From right to left R[-1] = min(A[-1], 1) for i in range(N-2, -1, -1): R[i] = min(A[i], R[i+1] + 1) # Max possible pyramid height ans = 0 for i in range(N): h = min(L[i], R[i]) if h > ans: ans = h print(ans) if __name__ == ""__main__"":...",1,medium
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,claude-haiku-4-5-20251001,,"class Solution: def maxSubarraySum(self, nums: List[int]) -> int: def kadane(arr): """"""Find maximum subarray sum using Kadane's algorithm"""""" if not arr: return float('-inf') max_sum = arr[0] current_sum = arr[0] for i in range(1, len(arr)): current_sum = max(arr[i], current_sum + arr[i]) max_sum = max(max_sum, current_sum) return max_sum # Start with the original array result = kadane(nums) # Try removing each unique value unique_values = set(nums) for x in unique_values: # Create array withou...",0,hard
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,claude-sonnet-4-20250514,,"class Solution: def maxSubarraySum(self, nums: List[int]) -> int: def max_subarray_sum(arr): max_ending_here = arr[0] max_so_far = arr[0] for i in range(1, len(arr)): max_ending_here = max(arr[i], max_ending_here + arr[i]) max_so_far = max(max_so_far, max_ending_here) return max_so_far unique_values = set(nums) # Try not removing anything max_sum = max_subarray_sum(nums) # Try removing each unique value for x in unique_values: # Remove all occurrences of x new_nums = [num for num in nums if n...",0,hard
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,claude-sonnet-4-6,,"class Solution: def maxSubarraySum(self, nums: List[int]) -> int: ans = float('-inf') # Standard Kadane's (no removal) cur = float('-inf') for v in nums: cur = max(v, cur + v) ans = max(ans, cur) # For each distinct value x, run filtered Kadane's (skip all x's) seen = set() for x in nums: if x in seen: continue seen.add(x) cur = float('-inf') for v in nums: if v == x: continue if cur == float('-inf'): cur = v else: cur = max(v, cur + v) ans = max(ans, cur) return ans",0,hard
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,gemini-2.5-flash,,"import collections from typing import List class Solution: def maxSubarraySum(self, nums: List[int]) -> int: # Helper function for Kadane's algorithm # Finds the maximum sum of a non-empty subarray in arr. # Assumes arr is not empty. If arr could be empty, additional # checks or a default value would be needed. def kadane(arr: List[int]) -> int: if not arr: # Per problem statement, a subarray is non-empty. # If removing x results in an empty array, it's an invalid operation. # This return val...",0,hard
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,gemini-2.5-pro,,"import collections from typing import List class Solution: def maxSubarraySum(self, nums: List[int]) -> int: # Node for the segment tree # Each node stores four values for its range: # 1. total: The sum of all elements in the range. # 2. pref: The maximum prefix sum. # 3. suff: The maximum suffix sum. # 4. sub: The maximum subarray sum. class Node: def __init__(self, total_sum=0, max_prefix_sum=0, max_suffix_sum=0, max_subarray_sum=0): self.total = total_sum self.pref = max_prefix_sum self.su...",0,hard
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,gemini-3-flash-preview,,"import collections class Solution: def maxSubarraySum(self, nums: List[int]) -> int: n = len(nums) if n == 0: return 0 # Determine size for an iterative segment tree tree_size = 1 while tree_size < n: tree_size *= 2 # Segment tree arrays to store max subarray sum, max prefix sum, # max suffix sum, and total sum for every node. tree_sub = [-float('inf')] * (2 * tree_size) tree_pre = [-float('inf')] * (2 * tree_size) tree_suf = [-float('inf')] * (2 * tree_size) tree_tot = [0] * (2 * tree_size)...",1,hard
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,gpt-4.1-2025-04-14,,"class Solution: def maxSubarraySum(self, nums: List[int]) -> int: from collections import defaultdict # Standard Kadane's algorithm for max subarray sum def kadane(arr): max_sum = arr[0] curr_sum = arr[0] for num in arr[1:]: curr_sum = max(num, curr_sum + num) max_sum = max(max_sum, curr_sum) return max_sum n = len(nums) # 1. Compute max subarray sum without any removal max_sum = kadane(nums) # 2. For each unique x, try removing all x's and compute max subarray sum # To do this efficiently, w...",0,hard
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,gpt-5,,,0,hard
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,gpt-5-mini,,,0,hard
LCB_0155,maximize-subarray-sum-after-removing-all-occurrences-of-one-element You are given an integer array nums. You can do the following operation on the array at most once: Choose any integer x such that nums remains non-em...,gpt-5.1,,,0,hard
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",claude-haiku-4-5-20251001,,"class Solution: def constructTransformedArray(self, nums: List[int]) -> List[int]: n = len(nums) result = [] for i in range(n): if nums[i] == 0: result.append(0) else: # Calculate the new index after moving # For positive: move right, for negative: move left new_index = (i + nums[i]) % n result.append(nums[new_index]) return result",1,easy
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",claude-sonnet-4-20250514,,"class Solution: def constructTransformedArray(self, nums: List[int]) -> List[int]: n = len(nums) result = [0] * n for i in range(n): if nums[i] == 0: result[i] = nums[i] else: target = (i + nums[i]) % n result[i] = nums[target] return result",1,easy
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",claude-sonnet-4-6,,"from typing import List class Solution: def constructTransformedArray(self, nums: List[int]) -> List[int]: n = len(nums) result = [] for i in range(n): if nums[i] == 0: result.append(nums[i]) else: new_index = (i + nums[i]) % n result.append(nums[new_index]) return result",1,easy
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",gemini-2.5-flash,,"from typing import List class Solution: def constructTransformedArray(self, nums: List[int]) -> List[int]: n = len(nums) result = [0] * n # Initialize the result array with the same size as nums # Iterate through each index i of the nums array for i in range(n): # Calculate the target index for the current element nums[i] # The expression (i + nums[i]) accounts for both positive (right) # and negative (left) movements. # The modulo operator % n ensures that the index wraps around # correctly...",1,easy
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",gemini-2.5-pro,,"from typing import List class Solution: def constructTransformedArray(self, nums: List[int]) -> List[int]: """""" Transforms a circular array based on movement rules for each element. Args: nums: A list of integers representing a circular array. Returns: A new list where each element is determined by a circular move from the corresponding index in the original list. """""" n = len(nums) # According to constraints, 1 <= nums.length, so n is always >= 1. # We can initialize the result array with the...",1,easy
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",gemini-3-flash-preview,,"from typing import List class Solution: """""" Expert Python programmer solution for constructing a transformed array from a circular array. The goal is to calculate a landing index for each element based on its value and move direction, then set the result at that index to the value found at the landed index in the circular array. """""" def constructTransformedArray(self, nums: List[int]) -> List[int]: # Get the length of the array n = len(nums) # Create a new array of the same size to store resu...",1,easy
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",gpt-4.1-2025-04-14,,"class Solution: def constructTransformedArray(self, nums: list[int]) -> list[int]: n = len(nums) result = [0] * n for i in range(n): if nums[i] == 0: result[i] = 0 else: # Move right for positive, left for negative new_index = (i + nums[i]) % n result[i] = nums[new_index] return result",1,easy
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",gpt-5,,"from typing import List class Solution: def constructTransformedArray(self, nums: List[int]) -> List[int]: n = len(nums) result = [0] * n for i, k in enumerate(nums): if k == 0: result[i] = 0 else: j = (i + k) % n result[i] = nums[j] return result",1,easy
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",gpt-5-mini,,"from typing import List class Solution: def constructTransformedArray(self, nums: List[int]) -> List[int]: n = len(nums) result = [0] * n for i, val in enumerate(nums): if val == 0: result[i] = 0 else: target = (i + val) % n result[i] = nums[target] return result",1,easy
LCB_0156,"transformed-array You are given an integer array nums that represents a circular array. Your task is to create a new array result of the same size, following these rules: For each index i (where 0 <= i < nums.length),...",gpt-5.1,,"from typing import List class Solution: def constructTransformedArray(self, nums: List[int]) -> List[int]: n = len(nums) result = [0] * n for i in range(n): # Compute the target index using modulo for circular behavior target_index = (i + nums[i]) % n result[i] = nums[target_index] return result",1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",claude-haiku-4-5-20251001,,"from collections import Counter S = input() char_count = Counter(S) # Find the maximum frequency max_freq = max(char_count.values()) # Find all characters with maximum frequency max_chars = [char for char, count in char_count.items() if count == max_freq] # Sort alphabetically and print the first one print(min(max_chars))",1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",claude-sonnet-4-20250514,,"s = input().strip() # Count frequency of each character char_count = {} for char in s: char_count[char] = char_count.get(char, 0) + 1 # Find maximum frequency max_freq = max(char_count.values()) # Find alphabetically earliest character with maximum frequency result = min(char for char, freq in char_count.items() if freq == max_freq) print(result)",1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",claude-sonnet-4-6,,from collections import Counter S = input().strip() count = Counter(S) max_freq = max(count.values()) candidates = [c for c in count if count[c] == max_freq] print(min(candidates)),1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",gemini-2.5-flash,,"import collections import sys def solve(): # Read the input string from standard input S = sys.stdin.readline().strip() # 1. Count character frequencies using collections.Counter # Counter is highly efficient for this task. counts = collections.Counter(S) # 2. Find the maximum frequency among all characters. # The problem constraints state that |S| >= 1, so the string will not be empty, # and `counts` will always contain at least one character's frequency. max_freq = 0 if counts: # This check...",1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",gemini-2.5-pro,,"# YOUR CODE HERE import collections def solve(): """""" This function solves the problem of finding the most frequent character in a string, with alphabetical tie-breaking. """""" # Read the input string from standard input. s = input() # Use collections.Counter to efficiently count the occurrences of each character. # For example, if s = ""banana"", counts will be Counter({'a': 3, 'n': 2, 'b': 1}). counts = collections.Counter(s) # Find the maximum frequency. The problem constraints (1 <= |S|) ensur...",1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",gemini-3-flash-preview,,"import sys def main(): """""" Solves the problem of finding the most frequent character in a given string. If there is a tie, the character that comes earliest in alphabetical order is chosen. """""" # Read all content from standard input # sys.stdin.read().split() is efficient for reading words and handling any whitespace. input_data = sys.stdin.read().split() # If the input is empty (not expected based on constraints), return gracefully. if not input_data: return # Extract the string S from the i...",1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",gpt-4.1-2025-04-14,,"# YOUR CODE HERE from collections import Counter S = input().strip() count = Counter(S) max_freq = max(count.values()) # Get all characters with max frequency, then pick the smallest alphabetically most_frequent = min([ch for ch in count if count[ch] == max_freq]) print(most_frequent)",1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",gpt-5,,"# YOUR CODE HERE import sys from collections import Counter def main(): S = sys.stdin.readline().strip() cnt = Counter(S) max_freq = max(cnt.values()) # Among those with max frequency, choose the earliest alphabetically candidates = [ch for ch, c in cnt.items() if c == max_freq] print(min(candidates)) if __name__ == ""__main__"": main()",1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",gpt-5-mini,,"# YOUR CODE HERE import sys def main(): s = sys.stdin.read().strip() if not s: return freq = [0]*26 for ch in s: freq[ord(ch)-97] += 1 max_count = max(freq) for i in range(26): if freq[i] == max_count: print(chr(97 + i)) return if __name__ == ""__main__"": main()",1,easy
LCB_0157,"Frequency You are given a string S consisting of lowercase English letters. Find the character that appears most frequently in S. If multiple such characters exist, report the one that comes earliest in alphabetical o...",gpt-5.1,,"# YOUR CODE HERE import sys from collections import Counter def main(): s = sys.stdin.readline().strip() freq = Counter(s) max_count = max(freq.values()) # Among characters with max_count, choose smallest lexicographically candidates = [ch for ch, c in freq.items() if c == max_count] print(min(candidates)) if __name__ == ""__main__"": main()",1,easy
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",claude-haiku-4-5-20251001,,"Wait, I need to reconsider. Let me use a cleaner DP approach:",0,hard
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",claude-sonnet-4-20250514,,"def solve(): N, M = map(int, input().split()) S = input().strip() MOD = 998244353 from functools import lru_cache @lru_cache(maxsize=None) def dp(i, j, k): # Number of strings of length i such that LCS with S[0:j] is exactly k if k < 0 or k > min(i, j): return 0 if i == 0: return 1 if k == 0 else 0 if j == 0: return pow(26, i, MOD) if k == 0 else 0 result = 0 # Case 1: Last character matches S[j-1] result = (result + dp(i-1, j-1, k-1)) % MOD # Case 2: Last character doesn't match S[j-1] (25 c...",0,hard
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",claude-sonnet-4-6,,"import sys from collections import defaultdict def solve(): MOD = 998244353 data = sys.stdin.read().split() N, M = int(data[0]), int(data[1]) S = data[2] chars = 'abcdefghijklmnopqrstuvwxyz' initial_state = tuple([0] * (N + 1)) def transition(state, c): new_state = [0] * (N + 1) for i in range(1, N + 1): new_state[i] = max(new_state[i-1], state[i], state[i-1] + (1 if S[i-1] == c else 0)) return tuple(new_state) dp = defaultdict(int) dp[initial_state] = 1 trans_cache = {} for _ in range(M): ne...",1,hard
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",gemini-2.5-flash,,"import sys from collections import defaultdict def solve(): N, M = map(int, sys.stdin.readline().split()) S = sys.stdin.readline().strip() MOD = 998244353 # current_dp[lcs_state_tuple] = count # lcs_state_tuple is (LCS(S[:1], T'), LCS(S[:2], T'), ..., LCS(S[:N], T')) # where T' is a string of the current length. # LCS(S[:0], T') is always 0, so it's not stored in the tuple. # Initialize dp table for strings of length 0 (only the empty string) # The lcs_state_tuple for an empty T' (length 0) i...",1,hard
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",gemini-2.5-pro,,"import sys from collections import defaultdict def solve(): """""" Solves the problem using dynamic programming on states representing the LCS DP table column. """""" # Read inputs try: N, M = map(int, sys.stdin.readline().split()) S = sys.stdin.readline().strip() except (IOError, ValueError): # Handle empty input for local testing return MOD = 998244353 # DP state: dp[state] = count # 'state' is a tuple (l_0, ..., l_{N-1}) where l_k = LCS(S[:k+1], T) dp = defaultdict(int) dp[(0,) * N] = 1 # Memoiz...",1,hard
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",gemini-3-flash-preview,,"import sys # Expert Python Programmer LCS Bitmask DP Solution # The problem asks for the number of strings of length M whose longest common subsequence (LCS) # with a given string S (length N) has a length exactly k for k = 0, 1, ..., N. # Since N is very small (N <= 10), we can represent the LCS dynamic programming state # for a fixed S and any string T as a bitmask of length N. def solve(): # Read input from standard input input_data = sys.stdin.read().split() if not input_data: return N =...",1,hard
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",gpt-4.1-2025-04-14,,"# YOUR CODE HERE import sys import threading def main(): import sys sys.setrecursionlimit(1 << 25) N, M = map(int, sys.stdin.readline().split()) S = sys.stdin.readline().strip() MOD = 998244353 # dp[pos][lcs]: number of strings of length pos, whose LCS with S is lcs dp = [ [0]*(N+1) for _ in range(M+1) ] dp[0][0] = 1 for pos in range(M): for lcs in range(N+1): # For each possible next character c for c in range(26): # Try to extend the LCS # We need to know, for S, what's the maximal prefix w...",0,hard
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",gpt-5,,,0,hard
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",gpt-5-mini,,"# YOUR CODE HERE import sys from collections import deque, defaultdict MOD = 998244353 def main(): data = sys.stdin.read().strip().split() if not data: return N = int(data[0]); M = int(data[1]); S = data[2].strip() # States are tuples of length N+1: dp[j] = LCS length between S[:j] and current T start = tuple([0]*(N+1)) # BFS to enumerate reachable states under 26 lowercase letters q = deque([start]) idx = {start:0} states = [start] while q: st = q.popleft() # for each letter compute next sta...",1,hard
LCB_0158,"Many LCS You are given a lowercase English string S of length N and an integer M. For each k=0,1,\ldots,N, solve the following problem: - There are 26^M lowercase English strings of length M. Among these, find the num...",gpt-5.1,,,0,hard
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",claude-haiku-4-5-20251001,,"class Solution: def maximumEnergy(self, energy: List[int], k: int) -> int: max_energy = float('-inf') # Try each starting position from 0 to k-1 for start in range(k): current_sum = 0 pos = start # Jump by k until we go out of bounds while pos < len(energy): current_sum += energy[pos] pos += k max_energy = max(max_energy, current_sum) return max_energy",0,medium
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",claude-sonnet-4-20250514,,"class Solution: def maximumEnergy(self, energy: List[int], k: int) -> int: n = len(energy) # Work backwards, updating each position to store the total energy # obtainable by starting from that position for i in range(n-k-1, -1, -1): energy[i] += energy[i + k] # Return the maximum total energy across all starting positions return max(energy)",1,medium
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",claude-sonnet-4-6,,"class Solution: def maximumEnergy(self, energy: List[int], k: int) -> int: n = len(energy) dp = energy[:] # Process from right to left, skipping the last k elements (base cases) for i in range(n - k - 1, -1, -1): dp[i] = energy[i] + dp[i + k] return max(dp)",1,medium
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",gemini-2.5-flash,,"from typing import List class Solution: def maximumEnergy(self, energy: List[int], k: int) -> int: n = len(energy) # max_energy_per_stream[r] will store the maximum suffix sum for the ""stream"" # of magicians whose indices are r, r+k, r+2k, ... # There are k such streams, for remainders 0 to k-1. # Initialize with a very small number as energy can be negative # (min possible sum is 10^5 * -1000 = -10^8). float('-inf') is safe. max_energy_per_stream = [float('-inf')] * k # current_stream_sum[r]...",1,medium
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",gemini-2.5-pro,,"from typing import List class Solution: def maximumEnergy(self, energy: List[int], k: int) -> int: """""" Calculates the maximum energy gain by choosing an optimal starting magician. The total energy for a path starting at magician `i` is the sum of energies at indices i, i+k, i+2k, and so on, until the index is out of bounds. This problem can be solved efficiently using dynamic programming. We can define dp[i] as the total energy of the path starting at magician i. The recurrence relation is dp...",1,medium
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",gemini-3-flash-preview,,"from typing import List class Solution: """""" A class used to solve the maximum energy problem in a mystic dungeon. The objective is to find the maximum possible energy gain by choosing an optimal starting point and jumping with a fixed jump size 'k' until reaching the end of the magicians' sequence. """""" def maximumEnergy(self, energy: List[int], k: int) -> int: """""" Calculates the maximum possible energy gain. Args: energy: A list of integers representing the energy each magician provides. k: A...",1,medium
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",gpt-4.1-2025-04-14,,"class Solution: def maximumEnergy(self, energy: List[int], k: int) -> int: n = len(energy) dp = [0] * n # Start from the end and work backwards for i in range(n-1, -1, -1): if i + k < n: dp[i] = energy[i] + dp[i + k] else: dp[i] = energy[i] # The answer is the maximum dp[i] for all possible starting points return max(dp)",1,medium
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",gpt-5,,"from typing import List class Solution: def maximumEnergy(self, energy: List[int], k: int) -> int: n = len(energy) dp = [0] * n ans = -10**18 # sufficiently small for i in range(n - 1, -1, -1): dp[i] = energy[i] + (dp[i + k] if i + k < n else 0) if dp[i] > ans: ans = dp[i] return ans",1,medium
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",gpt-5-mini,,"from typing import List class Solution: def maximumEnergy(self, energy: List[int], k: int) -> int: n = len(energy) # dp[j] will store total energy starting at j and jumping by k dp = [0] * n best = -10**18 # sufficiently small # process each residue class modulo k for start in range(k): # traverse indices start, start+k, start+2k, ... backwards # find last index in this class last = start + ((n - 1 - start) // k) * k j = last while j >= start: nxt = j + k dp[j] = energy[j] + (dp[nxt] if nxt <...",1,medium
LCB_0159,"taking-maximum-energy-from-the-mystic-dungeon In a mystic dungeon, n magicians are standing in a line. Each magician has an attribute that gives you energy. Some magicians can give you negative energy, which means tak...",gpt-5.1,,"from typing import List class Solution: def maximumEnergy(self, energy: List[int], k: int) -> int: n = len(energy) dp = [0] * n # Process from the end towards the beginning for i in range(n - 1, -1, -1): if i + k < n: dp[i] = energy[i] + dp[i + k] else: dp[i] = energy[i] return max(dp)",1,medium
